x-axis,1
second,Volt
-36.16,-10.13
-36.06,-6.88
-35.96,-6.88
-35.86,-6.81
-35.76,-6.88
-35.66,-6.88
-35.56,-6.88
-35.46,-6.88
-35.36,-5.31
-35.26,-9.13
-35.16,-6.31
-35.06,-5.38
-34.96,-5.56
-34.86,-5.31
-34.76,-5.56
-34.66,-5.56
-34.56,-5.13
-34.46,-5.38
-34.36,-5.63
-34.26,-4
-34.16,-4.06
-34.06,-4.06
-33.96,-4.31
-33.86,-3.88
-33.76,-3.75
-33.66,-4.06
-33.56,-4.06
-33.46,-4.06
-33.36,-4.06
-33.26,-3
-33.16,-2.75
-33.06,-2.81
-32.96,-2.5
-32.86,-2.5
-32.76,-2.56
-32.66,-2.5
-32.56,-2.5
-32.46,-2.5
-32.36,-2.5
-32.26,-2.5
-32.16,-1.75
-32.06,-1.19
-31.96,-1.5
-31.86,-1.25
-31.76,-1.44
-31.66,-0.94
-31.56,-1
-31.46,-1.31
-31.36,-1
-31.26,-1.5
-31.16,-1.25
-31.06,-0.25
-30.96,0.31
-30.86,0
-30.76,0.06
-30.66,0.12
-30.56,0.31
-30.46,0.06
-30.36,0
-30.26,0
-30.16,0
-30.06,0.06
-29.96,1.56
-29.86,1.56
-29.76,1.75
-29.66,1.56
-29.56,1.56
-29.46,1.56
-29.36,1.5
-29.26,1.31
-29.16,0.94
-29.06,1.56
-28.96,1.62
-28.86,3.06
-28.76,2.81
-28.66,3.19
-28.56,3.06
-28.46,0.19
-28.36,3.06
-28.26,2.87
-28.16,3.06
-28.06,2.81
-27.96,3.37
-27.86,2.81
-27.76,4.31
-27.66,4.12
-27.56,4.37
-27.46,4.37
-27.36,4.06
-27.26,4.37
-27.16,4.31
-27.06,4.31
-26.96,4.31
-26.86,4.31
-26.76,5.19
-26.66,5.31
-26.56,5.31
-26.46,-3.56
-26.36,5.62
-26.26,5.44
-26.16,5.69
-26.06,5.37
-25.96,5.62
-25.86,5.31
-25.76,5.56
-25.66,6.37
-25.56,7.06
-25.46,7.19
-25.36,6.94
-25.26,6.94
-25.16,7.19
-25.06,7.12
-24.96,7.19
-24.86,6.94
-24.76,7.19
-24.66,1.69
-24.56,8.06
-24.46,8.19
-24.36,8.44
-24.26,8.5
-24.16,6.37
-24.06,8.5
-23.96,8.44
-23.86,8.44
-23.76,8.44
-23.66,8.69
-23.56,8.44
-23.46,9.94
-23.36,9.69
-23.26,9.87
-23.16,2
-23.06,9.94
-22.96,9.69
-22.86,10
-22.76,9.94
-22.66,9.94
-22.56,9.94
-22.46,10
-22.36,10.94
-22.26,11.19
-22.16,10.94
-22.06,11
-21.96,8.75
-21.86,10.94
-21.76,10.94
-21.66,10.44
-21.56,11
-21.46,11.25
-21.36,11
-21.26,12.19
-21.16,12.44
-21.06,12.19
-20.96,12.56
-20.86,12.44
-20.76,12.75
-20.66,12.25
-20.56,12.81
-20.46,12.56
-20.36,12.25
-20.26,13.44
-20.16,13.44
-20.06,13.44
-19.96,12
-19.86,13.56
-19.76,13.75
-19.66,13.44
-19.56,13.5
-19.46,13.25
-19.36,13.44
-19.26,13.5
-19.16,-7.31
-19.06,-12.13
-18.96,-11.94
-18.86,-12.19
-18.76,-12.25
-18.66,-12.38
-18.56,-12.13
-18.46,-12.25
-18.36,-12.19
-18.26,-12.13
-18.16,-11.94
-18.06,-11.19
-17.96,-10.88
-17.86,-10.88
-17.76,-10.63
-17.66,-10.69
-17.56,-10.88
-17.46,-10.94
-17.36,-11
-17.26,-10.88
-17.16,-10.63
-17.06,-10.88
-16.96,-9.75
-16.86,-9.38
-16.76,-9.63
-16.66,-9.38
-16.56,-9.38
-16.46,-9.38
-16.36,-9.63
-16.26,-9.44
-16.16,-9.63
-16.06,-9.5
-15.96,-9.63
-15.86,-8.38
-15.76,-8.38
-15.66,-8.44
-15.56,-8.19
-15.46,-8.38
-15.36,-8.19
-15.26,-7.81
-15.16,-9.13
-15.06,-8.13
-14.96,-8.44
-14.86,-7.38
-14.76,-6.88
-14.66,-6.88
-14.56,-6.88
-14.46,-6.88
-14.36,-6.88
-14.26,-6.88
-14.16,-7.38
-14.06,-6.63
-13.96,-6.88
-13.86,-6.63
-13.76,-5.63
-13.66,-5.31
-13.56,-5.56
-13.46,-5.31
-13.36,-5.38
-13.26,-5.38
-13.16,-5.63
-13.06,-5.63
-12.96,-5.63
-12.86,-5.06
-12.76,-5.31
-12.66,-4.06
-12.56,-4.06
-12.46,-4.06
-12.36,-4.06
-12.26,-4.31
-12.16,-4.06
-12.06,-4.06
-11.96,-3.81
-11.86,-4
-11.76,-4.06
-11.66,-4.06
-11.56,-2.5
-11.46,-2.5
-11.36,-2.5
-11.26,-2.75
-11.16,-2.56
-11.06,-2.5
-10.96,-2.75
-10.86,-2.75
-10.76,-2.75
-10.66,-2.5
-10.56,-2.75
-10.46,-0.94
-10.36,-3.69
-10.26,-1.19
-10.16,-2.31
-10.06,-1.19
-9.96,-0.94
-9.86,-1
-9.76,-2
-9.66,-1.25
-9.56,-1.25
-9.46,-0.25
-9.36,0
-9.26,-7.25
-9.16,0
-9.06,0
-8.96,0.06
-8.86,0
-8.76,0.06
-8.66,-0.69
-8.56,0.31
-8.46,0.06
-8.36,-0.75
-8.26,1.81
-8.16,1.37
-8.06,1.81
-7.96,1.62
-7.86,1.87
-7.76,1.5
-7.66,1.62
-7.56,1.56
-7.46,1.62
-7.36,1.56
-7.26,2.87
-7.16,2.25
-7.06,2.94
-6.96,2.87
-6.86,3.06
-6.76,2.81
-6.66,2.87
-6.56,2.87
-6.46,2.69
-6.36,2.81
-6.26,2.87
-6.16,3.81
-6.06,4.12
-5.96,4.12
-5.86,4.62
-5.76,4.31
-5.66,4.37
-5.56,4.31
-5.46,4.06
-5.36,4.37
-5.26,4.12
-5.16,4.31
-5.06,5.37
-4.96,5.31
-4.86,5.81
-4.76,5.44
-4.66,5.37
-4.56,5.37
-4.46,5.37
-4.36,5.31
-4.26,5.06
-4.16,5.31
-4.06,5.62
-3.96,6.87
-3.86,7.19
-3.76,6.94
-3.66,6.87
-3.56,6.94
-3.46,7.12
-3.36,6.94
-3.26,7.12
-3.16,7.12
-3.06,7.19
-2.96,7.12
-2.86,8.44
-2.76,8.19
-2.66,8.25
-2.56,8.44
-2.46,8.44
-2.36,8.44
-2.26,8.69
-2.16,8.44
-2.06,8.62
-1.96,8.44
-1.86,9.19
-1.76,7.87
-1.66,9.75
-1.56,10
-1.46,9.94
-1.36,9.44
